raw_path	sha256	size	mtime	type	title	date	tags	n_images	status
raw/posts/2019/2019-07-23-jupyter-notebook-practice.md	acaf164c901c483b0bb294ca23c02eeb4668b4b40e80c7027df873a6171d7cc4	8849	1782400862	article	Jupyter Notebook实践	2019-07-23 00:00:00 +0800	jupyter|jupyterhub|python|data-science|notebook|tutorial	0	new
raw/posts/2019/2019-09-01-use-detectron-to-train-maskrcnn-on-a-custom-dataset.md	630ebc3dc397cfabd86927702366a63098a35380f31fc8c1dfee8d3f62bf1ee5	3576	1782400862	article	使用Detectron在自定义数据集上训练MaskRCNN	2019-09-01 00:00:00 +0800	目标检测|detectron|mask-rcnn|docker|machine-learning|computer-vision|instance-segmentation|tutorial	0	new
raw/posts/2020/2020-06-06-build-a-yolov4-container-application-on-a-custom-data-set.md	093d0511f1f8537b36dbaff37bb059c9b8b5c6f9a170ae8a2cdca22eaac07a21	6055	1782400862	article	构建YOLOv4容器应用在自定义数据集上	2020-06-06 00:00:00 +0800	目标检测|yolo|yolov4|darknet|docker|nvidia|gpu|deep-learning|computer-vision|containers	0	new
raw/posts/2020/2020-06-13-ssh-login-with-key.md	84ba9ec8dadc31a5ce1c320e58e600b22b26d4c8394cae6decc159fcb3773fb5	1401	1782400862	article	SSH使用密匙登录	2020-06-13 00:00:00 +0800	linux|ssh|ssh-keygen|security|authentication|sysadmin|command-line	0	new
raw/posts/2020/2020-06-14-linux-set-time-zone.md	9ff9150b64089c45e167c8c0f34d10ba8a3b09c9ff589be5302f66b2dd1e9586	741	1782400862	article	Linux设置时区	2020-06-14 00:00:00 +0800	linux|timezone|sysadmin|ubuntu|command-line	0	new
raw/posts/2020/2020-07-08-convert-annotations-from-pascal-voc-to-yolo-darknet.md	3f68f10381a1780b09080ab2b24c7a9b074c50f123890ee6ba7ea00277732ec7	5005	1782400862	article	将注释从PASCAL VOC转换为YOLO Darknet	2020-07-08 00:00:00 +0800	目标检测|yolo|darknet|pascal-voc|python|data-format|annotation|computer-vision|deep-learning	0	new
raw/posts/2020/2020-07-30-use-retinanet-to-train-a-custom-dataset.md	f2ce9d0bf7a1af1ef040406a6862cb0be83dd713f9253c96324178b9a72df674	5409	1782400862	article	使用RetinaNet算法训练自定义数据集	2020-07-30 00:00:00 +0800	目标检测|retinanet|tensorflow|keras|docker|tensorboard|deep-learning|computer-vision|python|gpu	1	new
raw/posts/2020/2020-09-03-disk-partition-format-mount.md	4c36fc47e5d832a18916c35619cbbc2b5cb082461a3913f54da423c906ec4481	4953	1782400862	article	磁盘：分区－格式化－挂载	2020-09-03 00:00:00 +0800	linux|disk|partition|filesystem|mount|sysadmin|ubuntu|command-line|storage	0	new
raw/posts/2020/2020-09-10-nfs-configuration.md	43535722308d67a61d14b3b257611c7974ae76a64124b8573c3972325d87fe83	1301	1782400862	article	NFS配置	2020-09-10 00:00:00 +0800	linux|ubuntu|nfs|networking|sysadmin|file-sharing|storage	0	new
raw/posts/2020/2020-09-12-install-harbor.md	3abd0aa595119a3cf21fd69bd01468eec1ffb3b240d1e6dad4a5d6e581c897ab	4503	1782400862	article	安装Harbor	2020-09-12 00:00:00 +0800	docker|harbor|ubuntu|registry|https|ssl|containers|devops|deployment|private-registry	0	new
raw/posts/2020/2020-10-15-welcome-to-jekyll.md	5f924add6c0aca8cf7f883f544e660d7df727080771c7125800eca45be186d66	3225	1782400862	article	Welcome to Jekyll!	2020-10-15 12:51:46 +0800	jekyll|static-generator|ruby|blogs|markdown	0	new
raw/posts/2020/2020-10-16-create-local-ubuntu-repository.md	8302e7199e4577f96a4784469c1e45db73f88325fcf5ae21a92c7c00ca535135	1324	1782400862	article	基于Apt-Cacher NG创建本地Ubuntu存储库	2020-10-16 12:00:00 +0800	ubuntu|apt|cache|proxy|sysadmin|repository|networking	0	new
raw/posts/2020/2020-10-17-install-docker-on-ubuntu.md	9c7a1a4b1f79c17fa7403d56f3934637c59402f585dec814d126c7648d1642c8	791	1782400862	article	在Ubuntu上安装Docker	2020-10-17 00:00:00 +0800	docker|ubuntu|installation|containers|linux|sysadmin|command-line	0	new
raw/posts/2020/2020-10-18-install-nvidia-docker2-on-ubuntu.md	a47fd4b56fe70ff445c3005ffa070c9880843eee2832ae673b27c177d21a3baf	4235	1782400862	article	在Ubuntu上安装nvidia-docker2	2020-10-18 00:00:00 +0800	docker|nvidia|gpu|ubuntu|containers|installation|cuda|linux	0	new
raw/posts/2020/2020-10-29-modify-user-name-on-linux-system.md	9ac6d9ec26f07a9f1e3c2a0719e641155cf4ac2dbb61795ba7bdd80fc7c23995	2023	1782400862	article	Linux系统上修改用户名	2020-10-29 00:00:00 +0800	linux|ubuntu|user-management|hostname|sysadmin|command-line	0	new
raw/posts/2020/2020-10-30-linux-system-dns-settings.md	9a2c413165277ad0b7f21733c335c72cf43c8800373d87a8fd80d61fa1adc2dd	1734	1782400862	article	Linux系统DNS设置	2020-10-30 00:00:00 +0800	linux|ubuntu|dns|networking|systemd|sysadmin	0	new
raw/posts/2020/2020-10-31-disable-devices-and-files-for-paging-and-swapping.md	c7154108aab4d164b1e69078c4cedd8fbca231aa1818dc71566186702e970167	776	1782400862	article	Linux系统禁用交换分区	2020-10-31 00:00:00 +0800	linux|ubuntu|swap|kubernetes|sysadmin|memory|command-line	0	new
raw/posts/2020/2020-11-01-configure-apt-mirror-source-on-ubuntu.md	c07c8a5a9b479d2046e0b404113059234bc22a463aca4d0f5645b06d73f249b3	1457	1782400862	article	在Ubuntu上配置apt镜像源	2020-11-01 00:00:00 +0800	ubuntu|apt|mirror|china|sysadmin|networking	0	new
raw/posts/2020/2020-11-02-configure-docker-mirror-source.md	d8988a0b9d068408478c4e950b010659b564f13e495615c346d2c412b358761b	1090	1782400862	article	配置Docker镜像源	2020-11-02 00:00:00 +0800	docker|mirror|china|sysadmin|networking|registry	0	new
raw/posts/2020/2020-11-03-install-nvidia-gpu-driver-on-ubuntu.md	1505027988f35c9a558ed975277648be5cabdcbcb4e8d1c6a675e450887c0943	4341	1782400862	article	在Ubuntu上安装NVIDIA GPU驱动	2020-11-03 00:00:00 +0800	linux|ubuntu|nvidia|gpu|driver|cuda|installation|sysadmin|hardware	1	new
raw/posts/2020/2020-11-04-use-yolov5-to-train-a-custom-dataset.md	0648aa19eff7ab6dd2308b528c432091281f218e31f1aa3412319c1f85fd3dcf	4710	1782400862	article	使用YOLOv5训练自定义数据集	2020-11-04 00:00:00 +0800	目标检测|yolo|yolov5|pytorch|docker|deep-learning|computer-vision|gpu|python|containers	0	new
raw/posts/2020/2020-11-05-kubernetes-cluster-joins-worker-node.md	1eda2e7b569a0be484d6d13b3f255c5695ae42fc478bee2ae1419b56af82918f	2169	1782400862	article	Kubernetes集群加入Worker节点	2020-11-05 00:00:00 +0800	kubernetes|docker|ubuntu|cluster|worker-node|containers|sysadmin|deployment	0	new
raw/posts/2020/2020-11-06-kubernetes-cluster-build-master-node.md	6c404c1e0a375c405197300250647b61a1157266cb25cc9df6eab0ca3c2f2758	8971	1782400862	article	Kubernetes集群搭建Master节点	2020-11-06 00:00:00 +0800	kubernetes|docker|ubuntu|cluster|master-node|containers|sysadmin|deployment	0	new
raw/posts/2020/2020-11-07-configure-kubernetes-mirror-source.md	8e333f66b4a69dc0ba2da9488bcc1158a2140501f79eabdf77105f7260cc730e	761	1782400862	article	配置Kubernetes镜像源	2020-11-07 00:00:00 +0800	kubernetes|ubuntu|mirror|china|sysadmin|networking	0	new
raw/posts/2020/2020-11-08-python-file-directory-path-operation.md	eccb0adf40807c01243566ff5fe1a993db29c591ebe2c856c80b763a55124b37	3912	1782400862	article	Python文件、目录、路径操作	2020-11-08 00:00:00 +0800	python|file|directory|path|os|shutil|tutorial	0	new
raw/posts/2020/2020-11-09-configure-pip-mirror-source.md	2275ade17f8ffc509b23783481bba9c6ef977777b0b738a28a2548c3d42b26f2	2084	1782400862	article	配置pip镜像源	2020-11-09 00:00:00 +0800	python|pip|mirror|china|sysadmin|networking	0	new
raw/posts/2020/2020-11-10-github-accelerate.md	333ab5920fae639ea6213a84cbc1d96a6d218acfeb2c630c49caa89498bf5cca	1675	1782400862	article	GitHub加速	2020-11-10 00:00:00 +0800	github|acceleration|china|networking|git|proxy|command-line	0	new
raw/posts/2020/2020-11-28-find-system-information-on-linux.md	790aa05a772fd0429e1b14c63c7ffa363fa200cf50a254b437daaa09a121b67e	9345	1782400862	article	Linux上查找系统信息	2020-11-28 00:00:00 +0800	linux|sysadmin|hardware|gpu|nvidia|cuda|memory|disk|cpu|system-info	0	new
raw/posts/2020/2020-11-30-ssh-allows-root-login-with-password.md	ad0dad01b67caff333ca759427f9f01d44253ddb6f037d328f3c4e56a8774f92	1483	1782400862	article	SSH允许使用密码进行root登录	2020-11-30 00:00:00 +0800	linux|ssh|security|authentication|sysadmin|configuration|command-line	0	new
raw/posts/2020/2020-12-02-download-docker-and-nvidia-docker2-offline-installation-package-on-ubuntu.md	1d6112d58e86cfdbb91f3b16a92b4c2212cb51cf3558f5fc4e945b40824abfe9	3476	1782400862	article	在Ubuntu上下载docker和nvidia-docker2离线安装包	2020-12-02 00:00:00 +0800	docker|ubuntu|nvidia-docker2|offline|installation|nvidia|gpu|containers|sysadmin	0	new
raw/posts/2020/2020-12-20-command-ls.md	f2bedade45f503c717910c77ecc2f3cd07012ffff86e9b91b2565fba0434800f	1265	1782400862	article	命令ls	2020-12-20 00:00:00 +0800	linux|command-line|ls|sysadmin|tutorial|shell	0	new
raw/posts/2020/2020-12-21-command-wget.md	4c7adcd314276c200bc70b453a75ccba4fec296cb516164002e1eb6ebfe16b33	697	1782400862	article	命令wget	2020-12-21 00:00:00 +0800	linux|command-line|wget|download|sysadmin|tutorial|shell|networking	0	new
raw/posts/2020/2020-12-22-command-sed.md	4960d339954c60db02d75d26fb65dd2364fcf2e5f559524b67c16e7d32d6cf76	2191	1782400862	article	命令sed	2020-12-22 00:00:00 +0800	linux|command-line|sed|text-processing|regex|sysadmin|tutorial|shell	0	new
raw/posts/2020/2020-12-23-image-format-convert-and-resize.md	7511598adbfd7f2d7b362c31d1c8d4ca5482c262ceb4319b3314faf761c0ce34	2583	1782400862	article	图像格式转换、尺寸调整	2020-12-23 00:00:00 +0800	linux|imagemagick|image-processing|command-line|batch-processing|tutorial|shell	0	new
raw/posts/2020/2020-12-28-command-grep.md	8cd93e556e6aa1b0b3dabea659b8bd362e089285a2c3010e9112330ea44b6176	1759	1782400862	article	命令grep	2020-12-28 00:00:00 +0800	linux|command-line|grep|text-processing|search|sysadmin|tutorial|shell	0	new
raw/posts/2020/2020-12-29-command-find.md	7c3ac6e88f95afced93b6be000f05b8da11770c6e92f04167e8df534cb6b9885	2375	1782400862	article	命令find	2020-12-29 00:00:00 +0800	linux|command-line|find|file-search|sysadmin|tutorial|shell	0	new
raw/posts/2021/2021-01-01-run-jupyterlab-and-tensorboard-in-yolov5.md	70ef6a5212e8081e8c36d3d883aba108889863fbfcf01406ecdc9f5ee8b48bc4	2259	1782398755	article	在YOLOv5中运行JupyterLab和TensorBoard	2021-01-01 00:00:00 +0800	jupyter|jupyterlab|tensorboard|yolov5|docker|object-detection|deep-learning|machine-learning|python|nvidia	0	new
raw/posts/2021/2021-01-02-command-history.md	462a31e764378b12cdae28454c4d6bffa3eb98a844b538bfe1e625f7c7960087	1119	1782398755	article	命令history	2021-01-02 00:00:00 +0800	linux|bash|command-line|shell|history|configuration|cli|tips	0	new
raw/posts/2021/2021-01-03-command-ffmpeg.md	4c93b7d57482f61bde81185610ec0a1d106fd4e7c5be9d550206ad12c48eca19	5918	1782398755	article	命令ffmpeg	2021-01-03 00:00:00 +0800	linux|ffmpeg|gpu|nvidia|video|docker|command-line|image-processing|batch-processing|tips	0	new
raw/posts/2021/2021-01-04-vlc-extension-example.md	af7bc1f7c95ed569656d9d14315352b0f1e011864c9fa1a405b3fb0e4a3adeb0	2791	1782398755	article	VLC Extension Example	2021-01-04 00:00:00 +0800	vlc|lua|scripting|plugins|video|development|windows|macos|linux	0	new
raw/posts/2021/2021-01-08-building-onnxruntime.md	a4559d4ff4d46537207ab0ec81d5b5cbc4576dc140802d572a8896016f5d5d46	3257	1782398755	article	Building ONNX Runtime	2021-01-08 00:00:00 +0800	linux|ubuntu|gpu|cuda|docker|onnx|onnxruntime|nvidia|deep-learning|build-from-source	0	new
raw/posts/2021/2021-01-08-dockerfile-onnxruntime-gpu.md	cd6026e834ff8aa97ef2d80dafafb0db92dfcffcf3d2c6384b8aca131fb24cd2	2133	1782398755	article	Dockerfile ONNXRuntime GPU	2021-01-08 00:00:00 +0800	docker|dockerfile|onnxruntime|cuda|onnx|gpu|nvidia|deep-learning|machine-learning|containers	0	new
raw/posts/2021/2021-01-09-dockerfile-opencv4-ubuntu2004.md	085835805ce965bcd3bbfa00d6e47ecd01b223c8e110b1902f31add7b9884d2d	3471	1782398755	article	Dockerfile OpenCV4 Ubuntu20.04	2021-01-09 00:00:00 +0800	docker|dockerfile|opencv|ubuntu|computer-vision|image-processing|python|containers|tips	0	new
raw/posts/2021/2021-01-10-apache-http-server-practice.md	0aefbb6dee416b9c4935a82e654fffa68f4bf061f5522a04ba5d0d42185aeea9	864	1782398755	article	Apache HTTP Server实践	2021-01-10 00:00:00 +0800	linux|apache|webserver|http|command-line|configuration|ubuntu|tips	0	new
raw/posts/2021/2021-01-11-docker-practice.md	2b05a95278f77ccb8ff74e804c1158c631bc0c8798475b4dae64a04e852cc742	3154	1782398755	article	Docker实践	2021-01-11 00:00:00 +0800	docker|gpu|nvidia|container-management|containers|nvidia-docker2|devops|deployment|linux|tips	0	new
raw/posts/2021/2021-01-12-create-a-private-python-package-repository-based-on-pypiserver.md	cdbcb1615bb372768508b9af3e09f382531ef96f4e9ac0dcd87ad67b73be76b3	3308	1782398755	article	基于PyPIServer创建私有Python软件包存储库	2021-01-12 00:00:00 +0800	python|pip|pypi|pypiserver|docker|htpasswd|repository|packaging|private-registry|devops	0	new
raw/posts/2021/2021-01-13-create-a-private-ubuntu-repository-based-on-apt-mirror.md	7c6a5d6d825985ef654ec887b445b519c0b326ade37e3e14e40d086cbb79e56b	8176	1782398755	article	基于Apt-Mirror创建私有Ubuntu存储库	2021-01-13 00:00:00 +0800	linux|ubuntu|apt|apt-mirror|apache|repository|mirror|private-registry|package-management|devops	0	new
raw/posts/2021/2021-01-14-command-chown.md	bec52719e49964e7901e0ad855e2c0e94cda0d4d72e066e42f79127cddef8389	881	1782398755	article	命令chown	2021-01-14 00:00:00 +0800	linux|chown|command-line|cli|filesystem|permissions|user-management|shell|ubuntu|tips	0	new
raw/posts/2021/2021-01-15-command-ln.md	e3450b3085282cb469ed1a9287ee9384a7bcd082716ebca7304fa36a46ee2da9	878	1782398755	article	命令ln	2021-01-15 00:00:00 +0800	linux|ln|command-line|cli|filesystem|symlink|shell|ubuntu|tips	0	new
raw/posts/2021/2021-01-16-vim-practice.md	a8288fa39bd81745e149cf08e799c115e7676a5426cc7a9601d21a9cc4398225	8032	1782398755	article	vim实践	2021-01-16 00:00:00 +0800	linux|vim|editor|command-line|cli|bash|configuration|tips|macos|ubuntu	0	new
raw/posts/2021/2021-01-17-command-top.md	a8746bd7106383d9b072cb84ed2fd37eb932b30ee33587f4741547e3f4d1e2b2	931	1782398721	article	命令top	2021-01-17 00:00:00 +0800	linux|top|system-info|monitoring|performance|processes|command-line	0	new
raw/posts/2021/2021-01-18-command-du.md	9cdb46c7c95b05b71fc73db8be76ca50a59c253a582fc72d62ad85642e333b57	550	1782398721	article	命令du	2021-01-18 00:00:00 +0800	linux|du|disk|system-info|command-line|storage	0	new
raw/posts/2021/2021-01-19-command-cp.md	6e67668c627e899b631d032705022e74d850ee5edd64bc4f01f809fbdf71b638	887	1782398721	article	命令cp	2021-01-19 00:00:00 +0800	linux|cp|file|command-line|scripting|performance	0	new
raw/posts/2021/2021-01-20-command-tar.md	04a8f4cbde8a60579820c40c5b281e62db82a513a11ecceef2a1f7c2239974b8	1605	1782398721	article	命令tar	2021-01-20 00:00:00 +0800	linux|tar|compression|archive|command-line	0	new
raw/posts/2021/2021-01-20-command-zip.md	2396860b4d39a41194f2afac4a357cba29c8f38f0aae08a5278983f6cdb0977d	10756	1782398721	article	命令zip	2021-01-20 00:00:00 +0900	linux|zip|compression|command-line|archive	0	new
raw/posts/2021/2021-01-21-command-ssh.md	7e1bf94f9deb3d937d05ccadc5621193000aac203390663e3f5267e66e70f868	437	1782398721	article	命令ssh	2021-01-21 00:00:00 +0800	linux|ssh|security|remote|command-line|networking	0	new
raw/posts/2021/2021-01-22-install-ftp-server-based-on-vsftpd.md	043dc1746f88140fb6c0874eac67cbd28b392dd6694a47ec8418472bc241c290	744	1782398755	article	基于vsftpd安装FTP服务器	2021-01-22 00:00:00 +0800	linux|ftp|vsftpd|servers|sysadmin|configuration|installation	0	new
raw/posts/2021/2021-01-24-extract-video-key-frames-and-save-zip-file.md	ede867c588aaaba5a9e93b19ed3a554648e48ba5e56e8ca8f50aa317f3e87652	3699	1782398721	article	抽取视频关键帧保存zip文件	2021-01-24 00:00:00 +0800	linux|shell|ffmpeg|video|zip|image-processing|automation|batch-processing	0	new
raw/posts/2021/2021-01-29-linux-shell-execution-mode.md	778b805e08409a5482ec231073413bde6cb513dd4c93fdf55333cf2e0677ffd2	1106	1782398721	article	Linux Shell 执行方式	2021-01-29 00:00:00 +0800	linux|shell|bash|command-line|scripting|permissions	0	new
raw/posts/2021/2021-01-30-linux-shell-practice.md	27780c20434f51eca2eb8744a20c1097a2d7c1981ec906d928ca388d03df59df	6116	1782398721	article	Linux Shell 实践	2021-01-30 00:00:00 +0800	linux|shell|bash|command-line|scripting|terminal|automation	0	new
raw/posts/2021/2021-02-21-build-a-python-development-environment-based-on-nodemcu-esp8266.md	dcb429a727f66082b8dd8b7a860d2b1d2b98b9632d4b361869326fac7b8a72c9	5849	1782398721	article	基于NodeMCU(ESP8266)搭建Python开发环境	2021-02-21 00:00:00 +0800	micropython|nodemcu|esp8266|esptool|python|wifi|package-management|tools	5	new
raw/posts/2021/2021-02-22-build-a-python-development-environment-based-on-nodemcu-esp32.md	413ba9187e255555603fdbfb6dc6d91e1723da41158b83fa89d31fa2e5351267	2768	1782398721	article	基于NodeMCU(ESP32)搭建Python开发环境	2021-02-22 00:00:00 +0800	micropython|nodemcu|esp32|esptool|python|bluetooth|terminal	5	new
raw/posts/2021/2021-02-23-smart-light-based-on-tencent-cloud-iot-development-platform.md	4316c21eeb248b38f34637ca3fa7d0b222b1b61a5e8c3815b9f38da37f1495b4	10831	1782398721	article	基于腾讯云物联网开发平台的智能电灯	2021-02-23 00:00:00 +0800	micropython|mqtt|nodemcu|esp8266|tencent-cloud|iot|smart-home|led	21	new
raw/posts/2021/2021-02-24-light-sensor-based-on-tencent-cloud-iot-development-platform.md	0289ccea00491b8effdd1e53d37c971073ff3bb3b1d8f03ea43901e142dbd46d	8117	1782398721	article	基于腾讯云物联网开发平台的光照传感器	2021-02-24 00:00:00 +0800	micropython|mqtt|nodemcu|esp8266|tencent-cloud|iot|sensor|smart-home	18	new
raw/posts/2021/2021-02-25-install-nvidia-device-plugin-for-kubernetes.md	98589480d8c7ba7eae2503558038623e640fe7105bc09ac367a1228ac74527c4	6044	1782398721	article	Install NVIDIA device plugin for Kubernetes	2021-02-25 00:00:00 +0800	kubernetes|nvidia|gpu|docker|helm|ubuntu|kubectl|nvidia-docker2|device-plugin	0	new
raw/posts/2021/2021-02-26-scene-linkage-based-on-tencent-cloud-iot-development-platform-(smart-lights-and-light-sensors).md	cb903f2e34fb9f940897f2b335efff528c2787d6070447dc060fc6d2147599c7	1097	1782398686	article	基于腾讯云物联网开发平台的场景联动（智能电灯和光照传感器）	2021-02-24 00:00:00 +0800	iot|tencent-cloud|smart-home|sensor|esp8266|nodemcu|hardware	6	new
raw/posts/2021/2021-02-27-python-crawler-practice.md	6238bcd94562a134126cd3c77c381413a6e272dd6e1d4094e20c62331e0c5eaf	968	1782398686	article	Python爬虫实践	2021-02-27 00:00:00 +0800	python|web-scraping|requests|crawling|http	1	new
raw/posts/2021/2021-02-28-python-practice.md	77dc1c5b56cdaf36190814ace136f67fc8ccc45fcd220e46a0f21b7cc95c4a23	15808	1782398686	article	Python实践	2021-02-28 00:00:00 +0800	python|asyncio|decorators|iterator|generator|metaclass|programming|deep-copy	0	new
raw/posts/2021/2021-03-01-vscode-practice.md	950d72111498c669c2970a8f4f0084b77f4eb9d10a5550b5345aa7d0052a471c	1392	1782398686	article	VS Code实践	2021-03-01 00:00:00 +0800	vscode|ide|productivity|tools|shortcuts	0	new
raw/posts/2021/2021-03-04-vscode-remote-development-ssh.md	bb535d4d4e5566bf7344c6f68ea43ad6a7728a28a70a15c8259002e9152dc09e	3026	1782398686	article	VS Code远程开发 - SSH	2021-03-04 00:00:00 +0800	vscode|ssh|remote-development|ide|macos|troubleshooting|tools	8	new
raw/posts/2021/2021-03-15-command-brew.md	0e759ae73a12abf2d61356515fde2fdde768a871f14c518ce87d9daf8706fb87	3236	1782398686	article	命令brew	2021-03-15 02:00:00 +0800	homebrew|macos|package-management|installation|troubleshooting|command-line	0	new
raw/posts/2021/2021-03-15-copy-all-picture-files-to-a-directory.md	ac8069c96bcb312c619bf7965e087d91e3d79774d3ff79913605e23f3d13a8db	555	1782398686	article	将所有的图片文件复制到一个目录	2021-03-15 00:00:00 +0800	shell|linux|file-search|scripting|images|batch-processing	0	new
raw/posts/2021/2021-03-15-sftp-client.md	b78db4a8f4db4d27329834233b7bf38916533f54ac097d05dee74973e65f5f97	627	1782398686	article	SFTP 客户端	2021-03-15 01:00:00 +0800	sftp|ssh|file-transfer|macos|tools|security	3	new
raw/posts/2021/2021-03-21-iot-hardware-neopixel.md	7a260e69e0f9d58b70c2096c0849c6d8eded2529b49b8eefa2b71ec3ae8b5524	5205	1782398686	article	IoT 硬件：NeoPixel	2021-03-21 00:00:00 +0800	neopixel|micropython|esp32|nodemcu|led|iot|hardware|electronics	3	new
raw/posts/2021/2021-03-22-iot-hardware-respeaker-2-mics-pi-hat.md	a8410ead22688a94c7aac9db133ac7e342ed5138f5cd6417a86153c1d12b99c1	4329	1782398686	article	IoT 硬件：Raspberry Pi ReSpeaker 智能语音识别双麦克风阵列	2021-03-22 00:00:00 +0800	raspberry-pi|respeaker|microphone|iot|hardware|audio|speech-to-text	5	new
raw/posts/2021/2021-03-23-iot-hardware-raspberry-pi-camera.md	1040dd83dd83fafd209508a883ab477da09cb5eee118ca177d0e757748a5ff09	3482	1782398686	article	IoT 硬件：Raspberry Pi Camera	2021-03-23 00:00:00 +0800	raspberry-pi|camera|iot|python|hardware|photography	1	new
raw/posts/2021/2021-04-01-inside-the-container.md	3338693079f3ba481d4df3db0acf0f0b20499f4bd2a7390670ec57737e1dead4	8527	1782398686	article	容器内幕	2021-04-01 00:00:00 +0800	containers|linux-kernel|cgroups|namespaces|chroot|docker|virtualization|linux	0	new
raw/posts/2021/2021-04-06-command-yum.md	46c2688cf8cfa09dfbe3007cd226074ecb2995931311baaf2ace09be69ed3274	1510	1782398686	article	命令yum	2021-04-06 00:00:00 +0800	yum|linux|centos|package-management|download	0	new
raw/posts/2021/2021-04-07-command-helm.md	0be7c1b432bfd24587554a2cecaf10c794a257ca11f31073aa2a01e5648b57f6	3417	1782398686	article	命令helm	2021-04-07 00:00:00 +0800	helm|kubernetes|charts|package-management|repository|curl	0	new
raw/posts/2021/2021-04-09-ssh-login-welcome-message.md	feeb5f3600c50a58e2034354560974a59972f4e007dda82fb18eb3e1384b1991	5381	1782398686	article	SSH 登录欢迎信息	2021-04-09 00:00:00 +0800	ssh|motd|linux|ubuntu|sysadmin|login	0	new
raw/posts/2021/2021-04-10-ssh-x11-forwarding.md	5e3e1e6032014146cad9f7b63d10da2958f50d5fed4f6e545eed645b2b017189	1755	1782398693	article	SSH X11 Forwarding	2021-04-10 00:00:00 +0800	ssh|x11|xquartz|macos|remote-desktop|remote-development	3	new
raw/posts/2021/2021-04-11-command-base64.md	41e1f42b06e3d1c886092f0b49601cc124a6c7e0c3c65e653abe82e626e41711	1816	1782398693	article	命令base64	2021-04-11 00:00:00 +0800	linux|base64|encoding|shell|macos|command-line	0	new
raw/posts/2021/2021-04-12-fritzing.md	f65e48862a1dea2d77d0d54e8de153963139ea93d1dfd4804ab1ce9329e040a4	1030	1782398693	article	Fritzing 开源电子设计自动化软件	2021-04-12 00:00:00 +0800	fritzing|circuit-design|electronics|esp8266|esp32|open-source	1	new
